date,open,high,low,close,volume,capital gains
2018-03-23,57.75,59.0,51.0,57.849998474121094,682000,0.0
2018-03-26,57.5,57.5,55.400001525878906,56.70000076293945,334000,0.0
2018-03-27,56.75,57.0,54.75,56.54999923706055,370000,0.0
2018-03-28,57.0,57.20000076293945,55.79999923706055,56.54999923706055,352000,0.0
2018-04-02,62.400001525878906,62.400001525878906,55.0,57.04999923706055,148000,0.0
2018-04-03,56.79999923706055,56.79999923706055,54.04999923706055,56.75,94000,0.0
2018-04-04,56.400001525878906,56.650001525878906,54.29999923706055,56.0,98000,0.0
2018-04-05,55.04999923706055,57.0,55.04999923706055,56.849998474121094,6000,0.0
2018-04-06,55.150001525878906,56.75,55.150001525878906,56.650001525878906,34000,0.0
2018-04-09,56.599998474121094,57.25,56.25,56.25,58000,0.0
2018-04-10,57.0,58.099998474121094,56.29999923706055,56.29999923706055,18000,0.0
2018-04-11,56.099998474121094,57.0,56.0,56.0,8000,0.0
2018-04-12,56.75,56.75,56.0,56.0,6000,0.0
2018-04-13,56.04999923706055,57.29999923706055,56.0,56.79999923706055,42000,0.0
2018-04-16,56.04999923706055,56.04999923706055,56.0,56.0,4000,0.0
2018-04-17,56.0,56.0,56.0,56.0,0,0.0
2018-04-18,56.5,57.0,56.5,56.95000076293945,10000,0.0
2018-04-19,56.95000076293945,56.95000076293945,56.95000076293945,56.95000076293945,0,0.0
2018-04-20,56.900001525878906,56.900001525878906,55.70000076293945,55.79999923706055,34000,0.0
2018-04-23,56.79999923706055,56.79999923706055,56.25,56.5,8000,0.0
2018-04-24,57.0,57.0,56.0,56.75,10000,0.0
2018-04-25,56.0,56.650001525878906,56.0,56.650001525878906,4000,0.0
2018-04-26,56.0,56.599998474121094,55.599998474121094,56.599998474121094,6000,0.0
2018-04-27,56.900001525878906,56.900001525878906,56.900001525878906,56.900001525878906,2000,0.0
2018-04-30,56.900001525878906,56.900001525878906,56.900001525878906,56.900001525878906,0,0.0
2018-05-02,56.900001525878906,56.900001525878906,56.900001525878906,56.900001525878906,22000,0.0
2018-05-03,56.25,56.25,56.25,56.25,2000,0.0
2018-05-04,56.75,56.75,56.20000076293945,56.20000076293945,28000,0.0
2018-05-07,56.45000076293945,56.45000076293945,55.75,55.75,4000,0.0
2018-05-08,55.75,56.150001525878906,55.75,56.150001525878906,4000,0.0
2018-05-09,56.400001525878906,57.900001525878906,56.400001525878906,57.900001525878906,14000,0.0
2018-05-10,57.900001525878906,57.900001525878906,57.900001525878906,57.900001525878906,0,0.0
2018-05-11,55.45000076293945,56.650001525878906,55.400001525878906,55.95000076293945,12000,0.0
2018-05-14,56.0,56.400001525878906,56.0,56.400001525878906,4000,0.0
2018-05-15,58.0,58.0,55.25,56.70000076293945,50000,0.0
2018-05-16,56.45000076293945,56.45000076293945,56.45000076293945,56.45000076293945,10000,0.0
2018-05-17,56.0,56.0,56.0,56.0,2000,0.0
2018-05-18,56.849998474121094,56.849998474121094,55.20000076293945,56.0,6000,0.0
2018-05-21,56.900001525878906,56.900001525878906,55.400001525878906,56.04999923706055,54000,0.0
2018-05-22,55.20000076293945,56.29999923706055,55.20000076293945,56.29999923706055,4000,0.0
2018-05-23,55.25,56.349998474121094,55.25,56.349998474121094,4000,0.0
2018-05-24,57.29999923706055,57.29999923706055,57.29999923706055,57.29999923706055,2000,0.0
2018-05-25,56.400001525878906,56.400001525878906,56.29999923706055,56.29999923706055,88000,0.0
2018-05-28,56.650001525878906,56.650001525878906,56.650001525878906,56.650001525878906,2000,0.0
2018-05-29,56.650001525878906,56.650001525878906,56.650001525878906,56.650001525878906,0,0.0
2018-05-30,56.650001525878906,56.650001525878906,56.650001525878906,56.650001525878906,0,0.0
2018-05-31,58.75,58.75,54.75,56.900001525878906,10000,0.0
2018-06-01,55.25,56.400001525878906,55.25,56.400001525878906,4000,0.0
2018-06-04,56.0,56.0,54.5,54.5,6000,0.0
